Id,Titulo_P,Subtitulo_P,Descripcion,Valor,Marca,Categoria,Subcategoria,Sub_sub_categoria,URL_Redireccion,URL_Imagen_Principal,URL_Imagen_2,URL_Imagen_3,URL_Imagen_4,URL_Imagen_5,Tienda, Stock
"13933","Columpio Loriel para Niña"," estructura confeccionada en caño reforzado"," bandeja porta vaso y plato. Es 100% plegable y es muy sencillo su limpieza y mantenimiento.","00","Loriel","","","","http://www.carrefour.com.ar/mundo-bebe/sillitas-cunas-y-andadores/sillitas/mesa-columpio-nena.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798286440056-2.jpg","","","","","Carrefour",""
"13932","Columpio Loriel para Niño"," estructura confeccionada en caño reforzado"," bandeja porta vaso y plato. Es 100% plegable y es muy sencillo su limpieza y mantenimiento.","00","Loriel","","","","http://www.carrefour.com.ar/mundo-bebe/sillitas-cunas-y-andadores/sillitas/columpio-loriel-para-ni-o.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798286440049-2.jpg","","","","","Carrefour",""
"14219","Heladera Ciclica Philco 335 Lts PHCC340XD Acero Inoxidable","335 Litros - Clase A de Eficiencia Energética - Gas R600a - Tratamiento antibacterial."," 3 cajones en el freezer y dispenser de agua. Tratamiento anti-huellas que previene la oxidación.","00","Philco","Electrohogar","Heladeras y Freezers","Heladeras","http://www.carrefour.com.ar/electrohogar-1/heladeras-freezers/heladeras/heladera-philco-phcc340xd.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0007_7798192361414_phcc340xd.jpg","","","","","Carrefour",""
"14578","Consola Portatil Noganet Pocky 32 Bit","Pantalla TFT de 3'' - Resolución de 320 x 240 pixeles - Memoria interna de 128 MB expandible hasta 32 GB","La Consola Portatil Noganet Pocky 32 Bit tiene una pantalla TFT de 3'' con una resolución de 320 x 240 pixeles. Tiene una memoria interna de 128 MB expandible hasta 32 GB por medio de una memoria micro SD (tarjeta microSD no incluida). Tiene 10000 juegos incluidos. Tiene una batería de litio recargablle.","00","Noganet","","","","http://www.carrefour.com.ar/consolas-y-video-juegos/consolas/otras-1/consola-portatil-pocky-32-noganet.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798137710376-1.jpg","","","","","Carrefour",""
"14177","Juego de Jardín Princess 5 Piezas Acacia"," todo plegable"," entre otros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Solo necesita una mano de aceite para madera exótica cada 6 meses.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-5-pzs-pleg-acacia-y-metal.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614611716815-2.jpg","","","","","Carrefour",""
"14176","Reposera de Jardín Lounge Textileno"," con almohada incluída!"," óptima para muebles expuestos a la intemperie. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/bancos-reposeras/reposera-textiline-lounge-purpura.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614611310488-1.jpg","","","","","Carrefour",""
"14175","Juego de Jardín Sumba 7 Piezas Eucaliptus","Mesa y 6 sillas plegables"," como sustituto del cedro y la teka. De gran resistencia al agua y estabilidad a través del tiempo.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Solo necesita una mano de aceite para madera exótica cada 6 meses.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-7-pzs-eucalyptus-sumba.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614611286431-1.jpg","","","","","Carrefour",""
"14173","Juego de Jardín Morocco 4 Piezas Acacia","Mesa ratona y 3 sillones. Incluye almohadones."," entre otros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Solo necesita una mano de aceite para madera exótica cada 6 meses.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-4-pzs-acacia-morocco.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614611078906-1.jpg","","","","","Carrefour",""
"14172","Juego de Jardín Balcony 3 Piezas Acacia"," todo plegable."," entre otros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Solo necesita una mano de aceite para madera exótica cada 6 meses.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-acacia-gris-balcony.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610819456-1.jpg","","","","","Carrefour",""
"9259","Campana Franke Spar Ray","Un motor. Dos turbinas.  Tres velocidades.  Iluminación: Halógenas 2 x 20 W. Filtro antigrasa: Metálico autoportante.","Terminación: Acero y vidrio. Ancho: 60 - 90 cm. Un motor. Dos turbinas.  Tres velocidades.  Iluminación: Halógenas 2 x 20 W. Comandos: Soft Touch. Filtro antigrasa: Metálico autoportante. Filtro carbón activado: Opcional (instalación sin salida exterior).","00","Franke","Electrohogar","Cocinas y Purificadores","Campanas","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/campanas/campana-franke-spar-ray-90-cm.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7790672002374.jpg","","","","","Carrefour",""
"14171","Juego de Jardín Zonda 7 Piezas Acacia"," todo plegable."," entre otros. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno. Solo necesita una mano de aceite para madera exótica cada 6 meses.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-7-pzs-con-mesa-oval.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610798003-1_2.jpg","","","","","Carrefour",""
"13095","Sillón Bras Negro"," patas de madera y diseño moderno."," posee gran resistencia a los solventes químicos.","00","","","","","http://www.carrefour.com.ar/muebles/living-comedor/mesas-y-sillas/sillon-plastico-amarillo-patas-madera.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img_9022.jpg","","","","","Carrefour",""
"13093","Sillón Attente Blanco"," con patas de madera."," posee gran resistencia a los solventes químicos.","00","","","","","http://www.carrefour.com.ar/muebles/living-comedor/mesas-y-sillas/sillon-plastico-blanco-patas-madera.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613867287506-2.jpg","","","","","Carrefour",""
"13091","Escritorio Para PC Iruya Negro"," con estantes laterales. Medidas 72*115*60 cm"," por lo cual se lo considera uno de los tipos de vidrio de mayor seguridad para el uso hogareño.","00","","","","","http://www.carrefour.com.ar/muebles/oficina/escritorios/escritorio-pc-vidrio-negro-115x60x72cm.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613865732848-2_1.jpg","","","","","Carrefour",""
"13889","Bañera Flexi Bath Rosa"," totalmente plegable"," premiada en Europa por calidad y diseño innovador.","00","Flexi Bath","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/banera-flexi-bath-rosa.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0000_7040353288079_b.jpg","","","","","Carrefour",""
"14567","Monitor LED LG 19'' M38","Modo Lectura / Flicker Safe - Control en pantalla - Función Color Weakness"," y ver todo el contenido importante.","00","LG","Informática","Monitores y Proyectores","Monitores","http://www.carrefour.com.ar/informatica/monitores-y-proyectores/monitores/monitor-lg-led-19-m38-hd.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/els_0002_7790653057027.jpg","","","","","Carrefour",""
"13888","Bañera Flexi Bath Azul"," totalmente plegable"," premiada en Europa por calidad y diseño innovador.","00","Flexi Bath","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/banera-flexi-bath-azul.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/l/el_0001_7040353288024_b.jpg","","","","","Carrefour",""
"13887","Bañera Flexi Bath Transparente"," totalmente plegable"," premiada en Europa por calidad y diseño innovador.","00","Flexi Bath","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/banera-flexi-bath-transparente.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/0/7040353288017_1.jpg","","","","","Carrefour",""
"14168","Juego de Jardín Antique 5 Piezas Acero","Mesa y 4 sillas."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-5-pzs-antique-color-blanco.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610292945-1_alt.jpg","","","","","Carrefour",""
"14167","Sillón de Jardín Board Acero Gris","Con apoyabrazos y apilable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/mesas-y-sillas/sillon-board-color-taupe-67x62x65-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610188231-2.jpg","","","","","Carrefour",""
"14164","Pérgola Mogotes Aluminio y Policarbonato"," techo de policarbonato y cortinas en sus 4 pilares."," con protección de los rayos ultravioletas. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/gazebos-pergolas/pergola-policarb-3x3-6xh2-7m-gris-oscuro.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610132579-1.jpg","","","","","Carrefour",""
"13485","Bolso Ottawa Tela Negro","Estructura confeccionada en metal y plastico e interior forrado en poliester. Posee 2 ruedas. Medidas 63*44*21 cm"," duro y rígido. Posee baja absorción de agua y alta resistencia a la abrasión.","00","","","","","http://www.carrefour.com.ar/bolsos-y-valijas/bolsos/bolso-con-ruedas-new-sporty-63cm-hibrido.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610477465-1.jpg","","","","","Carrefour",""
"14163","Juego de Jardín Taupe 6 Piezas Acero y Textileno"," 4 sillas y sombrilla"," lo que le permite permanecer inalterable por más tiempo que otros géneros.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-6-pzs-sillas-apilables-color-taupe.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610073957-1.jpg","","","","","Carrefour",""
"14161","Sillón de Jardín Board Acero Verde","Con apoyabrazos y apilable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/mesas-y-sillas/sillon-board-color-verde-67x62x65-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610056257-2.jpg","","","","","Carrefour",""
"14160","Sillón de Jardín Board Acero Púrpura","Con apoyabrazos y apilable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/mesas-y-sillas/sillon-board-color-purpura-67x62x65-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610056240-2.jpg","","","","","Carrefour",""
"13087","Sillón de Oficina Tairona Negro"," con sistema ''gas lift'' de elevación por palanca."," recupera su belleza original.","00","","","","","http://www.carrefour.com.ar/mayo-demoledor/renova-tu-interior/oficina/sillon-office-patas-cromo-62x61x102-110c.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/img_9050.jpg","","","","","Carrefour",""
"13086","Sillón de Oficina Cayo Negro"," con sistema ''gas lift'' de elevación por palanca."," recupera su belleza original.","00","","","","","http://www.carrefour.com.ar/muebles/oficina/sillas-y-sillones/sillon-de-oficina-c-apoy-pesp-bcos.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3609230729988-2.jpg","","","","","Carrefour",""
"14957","Memoria SD Kingston 128 GB Clase 10","128 GB de Almacenamiento - Clase 10 velocidad de transferencia mínima sostenida de 10 MB/s"," como archivos de más de 4GB. Velocidad de transferencia mínima sostenida de 10 MB/s.","00","Kingston","Informática","Almacenamiento","Memorias Digitales","http://www.carrefour.com.ar/informatica/almacenamiento/memorias-digitales/memoria-kingston-sd-128-gb-clase-10.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/4/740617243567.jpg","","","","","Carrefour",""
"13916","Pelela Princesas 3 en 1"," reductor de inodoro o banquito"," y permite que este producto se transforme facilmente en reductor de inodoro.","00","Disney","","","","http://www.carrefour.com.ar/mundo-bebe/banio/pelelas/bacinilla-princesas.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798004835799-3.jpg","","","","","Carrefour",""
"13915","Pelela Peppa Pig 3 en 1"," reductor de inodoro o banquito"," y permite que este producto se transforme facilmente en reductor de inodoro.","00","Disney","","","","http://www.carrefour.com.ar/mundo-bebe/banio/pelelas/bacinilla-peppa-pig.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798004835782-2.jpg","","","","","Carrefour",""
"13914","Pelela Minnie 3 en 1"," reductor de inodoro o banquito"," y permite que este producto se transforme facilmente en reductor de inodoro.","00","Disney","","","","http://www.carrefour.com.ar/mundo-bebe/banio/pelelas/bacinilla-minnie.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798004835751-4_1.jpg","","","","","Carrefour",""
"14952","Smart TV Daewoo 49'' FHD DWLED-49FHDS2","49 Pulgadas - Resolución Full HD - HDMI x3 - USB","48 cm","00","Daewoo","Imagen","Televisores","","http://www.carrefour.com.ar/mayo-demoledor/12-cuotas-sin-interes/tecnologia/led-tv-49-fhd-daewoo-smart-mod-dwled-49f.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798169441668_1_1.jpg","","","","","Carrefour",""
"13913","Pelela Mickey 3 en 1"," reductor de inodoro o banquito"," y permite que este producto se transforme facilmente en reductor de inodoro.","00","Disney","","","","http://www.carrefour.com.ar/mundo-bebe/banio/pelelas/bacinilla-mickey.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798004835737-3_1.jpg","","","","","Carrefour",""
"13912","Pelela Henry El Monstruito 3 en 1"," reductor de inodoro o banquito"," y permite que este producto se transforme facilmente en reductor de inodoro.","00","Disney","","","","http://www.carrefour.com.ar/mundo-bebe/banio/pelelas/bacinilla-henry-el-monstruito.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798004835720-4.jpg","","","","","Carrefour",""
"13877","Bañera Nowy Baby Ergoflex Magenta","Profundidad e inclinación ajustable. Patas antideslizantes"," ergoflex® permite ajustar su profundidad e inclinación para brindar seguridad y ergonomía a los niños y a su vez facilitar la tarea de los papás. Posee patas antideslizantes y está confeccionada con material suave y confortable de secado rápido y bajo las normas de la comunidad europea.","00","Lidercar SA","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/ba-era-ergoflex-magenta.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/3/737590285455.jpg","","","","","Carrefour",""
"13876","Bañera Nowy Baby Ergoflex Verde","Profundidad e inclinación ajustable. Patas antideslizantes"," ergoflex® permite ajustar su profundidad e inclinación para brindar seguridad y ergonomía a los niños y a su vez facilitar la tarea de los papás. Posee patas antideslizantes y está  confeccionada con material suave y confortable de secado rápido y bajo las normas de la comunidad europea.","00","Lidercar SA","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/ba-era-nowy-baby-ergoflex-verde.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/3/737590285400_3.jpg","","","","","Carrefour",""
"13875","Bañera Nowy Baby Ergoflex Cyan","Profundidad e inclinación ajustable. Patas antideslizantes"," ergoflex® permite ajustar su profundidad e inclinación para brindar seguridad y ergonomía a los niños y a su vez facilitar la tarea de los papás. Posee patas antideslizantes y está confeccionada con material suave y confortable de secado rápido y bajo las normas de la comunidad europea.","123456","Lidercar SA","","","","http://www.carrefour.com.ar/mundo-bebe/banio/ba-eras/ba-era-nowy-baby-ergoflex-cyan.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/3/737590285394_3.jpg","","","","","Carrefour",""
"9999","Parasol Suspendido Curazao Aluminio Amarillo","Con ventilación superior para que el viento no lo embolse."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/parasol-suspendido-diam-3-mts-amarillo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/a/par_0006_3267078313457.jpg","","","","","Carrefour",""
"15199","Sillón Kahlo Chenille Tostado","Sillón de 2 cuerpos de tela chenille color Tostado"," para obtener el pelo característico.","00","Poliflex","","","","http://www.carrefour.com.ar/muebles/living-comedor/sillones/sillon-kahlo-2-cuerpos-ch-tostado-j.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/a/kahlo_chenilletostado_vista00.jpg","","","","","Carrefour",""
"10283","Ventilador de Techo Electrolux con Luz VTELC","Ventilador de techo con luz. 4 Palas metálicas. 5 Velocidades. Control de pared. Color Blanco.","Ventilador de techo con luz. 4 Palas metálicas. 5 Velocidades. Control de pared. Color Blanco.","00","Electrolux","Climatización","Ventilación","Ventiladores de Techo","http://www.carrefour.com.ar/climatizacion/ventilacion/ventiladores-de-techo/ventilador-techo-electrolux-c-luz-vtelc.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7793862007883_2.jpg","","","","","Carrefour",""
"9996","Parasol Suspendido Curazao Aluminio Rojo","Con ventilación superior para que el viento no lo embolse."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/parasoles-y-sombrillas/parasol-suspendido-diam-3-mts-rojo.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/a/par_0009_3267078113453.jpg","","","","","Carrefour",""
"14159","Sillón de Jardín Board Acero Rosa","Con apoyabrazos y apilable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente.  Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/mesas-y-sillas/sillon-board-color-rosa-67x62x65-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614610056233-2.jpg","","","","","Carrefour",""
"15195","Colchón de Espuma Poliflex Ventura 1 Plaza","Firmeza intermedia / Estructura poliuretano / Tela sábana estampada - matelaseada","El Colchón de Espuma Poliflex Ventura es de 1 Plaza con unas medidas de 80 x 190 x 20. Su espuma densidad media naranja.","00","Poliflex","","","","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-ventura-80-x-190.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0010_7796448244191.jpg","","","","","Carrefour",""
"9635","Cocina Eléctrica Atma CCE3120X","La cocina eléctrica ATMA es tu aliada en el arte de la gastronomía. Porque te permite seleccionar múltiples alternativas para que puedas brindarle a cada una de tus preparaciones las condiciones óptimas de su cocción.","Pensada para no usar gas y diseñada para tu comodidad. No dejes pasar la oportunidad de ver cómo algo nuevo se empieza a cocina en tu casa junto a ATMA.","00","ATMA","Electrohogar","Cocinas y Purificadores","Cocinas Eléctricas","http://www.carrefour.com.ar/electrohogar-1/cocinas-y-purificadores/cocinas-electricas/cocina-atma-cce3120x.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/7/7798192360486.jpg","","","","","Carrefour",""
"15193","Colchón de Espuma Poliflex Ventura 2 Plazas","Firmeza intermerdia / Estructura poliuretano / Tela sábana estampada - matelaseada","El Colchón de Espuma Poliflex Ventura es de 2 Plazas con unas medidas de 140 x 190 x 20. Su espuma es de densidad media naranja.","00","Poliflex","","","","http://www.carrefour.com.ar/hogar-y-bazar/dormitorio/colchones-y-sommiers/colchon-ventura-140-x-190.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/col_0009_7796448244696_1.jpg","","","","","Carrefour",""
"7081","Plancha de Pelo Ga.Ma Ceramic Ion Rosa","Rulos con la plancha"," le dan a esta plancha la posibilidad de crear rulos. La temperatura es de 210°c","00","Ga.Ma","","","","http://www.carrefour.com.ar/cuidado-personal-y-salud/cuidado-de-la-mujer/planchas-para-el-cabello/plancha-de-pelo-rosa-ga-ma-ceramic-ion.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8023277105928.jpg","","","","","Carrefour",""
"9992","Juego de Jardín Snack 5 Piezas Rattan y Acero Gris"," todo plegable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/juego-de-jardin-mesa-y-4-sillas.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3267078054190.jpg","","","","","Carrefour",""
"9990","Juego de Jardín Talego 3 Piezas Resina de polipropileno"," todo plegable."," con procesos de producción con mínimos desperdicios. Uno de los materiales que menos afecta el medioambiente. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/juegos-de-jardin/set-3-pzs-pleg-mesa-red-diam-60cm-2-s.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/2/3267078051533-05.jpg","","","","","Carrefour",""
"14153","Reposera de Jardín Rocking Rosa"," súper cómoda!"," y estrcutura mecedora/apoyabrazos de metal","00","","","","","http://www.carrefour.com.ar/jardin/muebles/bancos-reposeras/sillon-rocking-color-rosa.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613865310794-2.jpg","","","","","Carrefour",""
"14152","Reposera de Jardín Rocking Verde Manzana"," súper cómoda!"," y estrcutura mecedora/apoyabrazos de metal","00","","","","","http://www.carrefour.com.ar/jardin/muebles/bancos-reposeras/sillon-rocking-color-verde-manzana.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3613865310787-2.jpg","","","","","Carrefour",""
"14151","Reposera de Jardín Lounge Rattan"," con almohada incluída!"," por lo que se puede dejar durante el invierno en el exterior. Para mantener nuestros Muebles de Jardín es conveniente no utilizar lavadoras a presión para la limpieza. Secarlos con un paño luego de las lluvias. No exponerlos innecesariamente a los rayos ultravioletas. Guardarlos en el invierno.","00","","","","","http://www.carrefour.com.ar/jardin/muebles/bancos-reposeras/reposera-rattan-pos-c-almoh-en-resp-54-5.html","http://cdn.carrefour.com.ar/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3610882108601-1.jpg","","","","","Carrefour",""
